entregador_id,semana_id,entregas_realizadas,horas_online,avaliacao_media,cancelamentos,ativo
133,4,25,9.3,4.79,0,True
133,5,29,9.1,4.5,2,True
133,6,27,8.3,4.6,1,True
133,7,35,13.4,5.0,2,True
133,8,28,10.0,4.6,2,True
133,9,36,13.1,4.34,1,True
133,10,23,7.4,4.63,0,True
133,11,30,9.3,4.72,3,True
133,12,33,11.6,4.66,1,True
134,1,23,8.6,5.0,1,True
134,2,26,8.8,4.44,0,True
134,3,22,8.2,4.86,2,True
134,4,28,10.4,4.48,2,True
134,5,23,8.3,4.63,1,True
134,6,20,6.0,4.08,0,True
134,7,23,8.4,4.11,0,True
134,8,28,9.6,4.76,1,True
134,9,21,6.4,4.79,0,True
134,10,25,8.8,4.59,1,True
134,11,0,0.0,,0,False
134,12,0,0.0,,0,False
135,1,26,9.9,4.59,0,True
135,2,34,10.2,4.48,0,True
135,3,30,9.0,4.63,1,True
135,4,32,9.8,4.56,0,True
135,5,34,10.1,4.92,0,True
135,6,34,12.3,4.68,1,True
135,7,36,12.8,4.83,0,True
135,8,38,14.2,4.78,1,True
135,9,36,12.0,4.4,1,True
135,10,34,10.5,4.46,2,True
135,11,30,9.2,4.26,0,True
135,12,40,14.8,4.66,0,True
136,1,32,10.0,4.48,0,True
136,2,28,9.3,4.63,2,True
136,3,21,6.7,4.76,0,True
136,4,18,6.0,5.0,1,True
136,5,27,8.2,4.94,2,True
136,6,21,6.9,4.68,0,True
136,7,28,9.2,4.86,0,True
136,8,22,7.0,4.49,1,True
136,9,22,7.3,4.75,1,True
136,10,25,7.8,4.42,1,True
136,11,20,7.0,4.76,1,True
136,12,26,10.0,4.94,1,True
137,1,30,9.4,4.56,0,True
137,2,40,13.5,4.62,1,True
137,3,27,8.7,4.48,1,True
137,4,36,12.5,4.65,0,True
137,5,30,11.2,4.6,0,True
137,6,42,13.6,4.76,3,True
137,7,41,14.2,3.83,0,True
137,8,42,14.7,4.53,0,True
137,9,32,10.1,4.9,0,True
137,10,38,13.0,4.31,0,True
137,11,32,10.6,4.55,0,True
137,12,45,14.5,4.66,0,True
138,1,26,9.2,4.78,1,True
138,2,23,8.4,4.61,1,True
138,3,19,7.1,4.13,2,True
138,4,25,8.3,4.22,1,True
138,5,25,7.9,4.6,0,True
138,6,22,6.7,4.39,0,True
138,7,35,10.4,4.57,1,True
138,8,27,8.1,4.55,1,True
138,9,22,6.6,4.74,1,True
138,10,26,9.5,4.79,1,True
138,11,24,7.1,4.52,3,True
138,12,25,9.3,4.65,2,True
139,1,36,13.3,4.11,4,True
139,2,32,9.5,4.15,0,True
139,3,31,10.8,5.0,0,True
139,4,33,10.9,4.21,0,True
139,5,34,12.7,4.6,0,True
139,6,40,11.9,5.0,0,True
139,7,47,15.7,4.27,1,True
139,8,41,15.5,4.59,1,True
139,9,40,12.0,4.66,0,True
139,10,38,12.7,4.67,0,True
139,11,48,16.7,4.36,1,True
139,12,40,13.1,4.6,1,True
140,1,23,7.1,4.66,0,True
140,2,26,7.9,4.24,0,True
140,3,19,6.0,4.67,2,True
140,4,22,8.3,4.86,1,True
140,5,30,8.9,5.0,0,True
140,6,24,7.2,4.76,1,True
140,7,25,7.8,4.52,1,True
140,8,23,8.3,4.56,0,True
140,9,21,8.1,4.34,1,True
140,10,24,9.1,4.83,2,True
140,11,25,7.9,4.47,0,True
140,12,29,9.6,4.62,0,True
141,1,28,10.0,4.35,0,True
141,2,26,9.2,4.62,0,True
141,3,21,6.5,4.82,0,True
141,4,30,9.3,4.42,1,True
141,5,26,7.9,4.7,0,True
141,6,31,9.2,4.53,0,True
141,7,29,9.7,4.75,1,True
141,8,21,6.8,4.42,0,True
141,9,31,10.4,4.73,3,True
141,10,0,0.0,,0,False
141,11,0,0.0,,0,False
141,12,0,0.0,,0,False
142,1,24,8.7,4.57,1,True
142,2,30,9.4,4.39,0,True
142,3,28,8.8,4.73,2,True
142,4,23,7.6,4.41,1,True
142,5,29,10.7,4.69,1,True
142,6,0,0.0,,0,False
142,7,0,0.0,,0,False
142,8,0,0.0,,0,False
142,9,0,0.0,,0,False
142,10,0,0.0,,0,False
142,11,0,0.0,,0,False
142,12,0,0.0,,0,False
143,1,43,13.1,4.7,2,True
143,2,38,13.7,4.16,0,True
143,3,31,11.3,4.28,1,True
143,4,40,15.3,4.87,3,True
143,5,41,12.1,4.67,1,True
143,6,42,13.8,5.0,1,True
143,7,42,13.1,4.81,1,True
143,8,42,13.3,4.86,1,True
143,9,40,14.4,4.45,0,True
143,10,50,17.9,4.58,0,True
143,11,39,12.1,4.35,0,True
143,12,46,14.6,4.81,0,True
144,1,32,11.2,4.55,1,True
144,2,29,8.7,4.79,1,True
144,3,36,12.3,4.57,2,True
144,4,26,9.4,4.36,1,True
144,5,34,12.6,4.59,0,True
144,6,41,15.4,4.55,1,True
144,7,37,13.2,4.87,1,True
144,8,42,13.6,4.58,1,True
144,9,37,10.9,4.1,2,True
144,10,39,11.5,4.31,1,True
144,11,45,17.1,4.54,1,True
144,12,34,11.7,4.56,1,True
145,1,29,8.6,4.72,0,True
145,2,29,8.8,4.59,0,True
145,3,29,10.4,4.19,2,True
145,4,32,10.9,4.4,2,True
145,5,27,9.6,4.57,0,True
145,6,21,6.8,4.58,1,True
145,7,28,8.5,4.85,2,True
145,8,32,11.7,4.25,2,True
145,9,28,8.7,4.71,1,True
145,10,27,9.9,4.88,1,True
145,11,26,8.1,4.54,1,True
145,12,27,8.6,4.92,1,True
146,1,32,10.1,4.74,0,True
146,2,32,10.6,4.75,1,True
146,3,32,11.5,4.91,1,True
146,4,35,10.5,4.49,1,True
146,5,30,10.3,4.88,2,True
146,6,35,12.7,4.59,0,True
146,7,37,12.9,4.3,1,True
146,8,32,9.8,4.74,1,True
146,9,31,9.6,4.7,1,True
146,10,31,10.0,4.25,0,True
146,11,29,8.9,5.0,0,True
146,12,26,9.3,4.47,0,True
147,1,11,3.4,4.86,0,True
147,2,16,4.8,4.64,0,True
147,3,19,7.0,5.0,0,True
147,4,16,4.8,4.45,1,True
147,5,15,5.0,4.26,0,True
147,6,25,8.1,4.49,0,True
147,7,0,0.0,,0,False
147,8,0,0.0,,0,False
147,9,0,0.0,,0,False
147,10,0,0.0,,0,False
147,11,0,0.0,,0,False
147,12,0,0.0,,0,False
148,1,30,9.6,4.8,3,True
148,2,28,8.7,4.69,1,True
148,3,26,9.2,4.24,1,True
148,4,30,10.5,4.68,2,True
148,5,33,10.4,4.17,1,True
148,6,37,14.1,4.32,0,True
148,7,33,11.6,4.63,2,True
148,8,40,13.6,4.14,3,True
148,9,38,11.5,4.17,2,True
148,10,39,12.1,4.42,1,True
148,11,33,10.3,4.54,0,True
148,12,40,13.1,4.86,1,True
149,1,44,14.9,5.0,0,True
149,2,42,14.0,4.54,0,True
149,3,45,15.9,4.48,0,True
149,4,0,0.0,,0,False
149,5,0,0.0,,0,False
149,6,0,0.0,,0,False
149,7,0,0.0,,0,False
149,8,0,0.0,,0,False
149,9,0,0.0,,0,False
149,10,0,0.0,,0,False
149,11,0,0.0,,0,False
149,12,0,0.0,,0,False
150,1,37,11.7,4.84,2,True
150,2,27,8.0,4.63,1,True
150,3,32,11.0,4.31,1,True
150,4,30,10.0,5.0,1,True
150,5,28,10.0,4.77,0,True
150,6,35,10.7,4.8,2,True
150,7,25,7.7,4.62,0,True
150,8,34,10.5,4.94,0,True
150,9,32,10.4,4.46,0,True
150,10,27,8.4,4.5,1,True
150,11,36,11.3,4.56,0,True
150,12,32,9.8,4.57,1,True
151,1,34,12.0,4.34,1,True
151,2,26,9.8,4.67,1,True
151,3,34,10.2,4.65,1,True
151,4,28,10.5,4.02,1,True
151,5,30,11.2,4.86,0,True
151,6,36,11.4,4.49,1,True
151,7,37,13.0,4.79,0,True
151,8,42,13.3,4.39,2,True
151,9,39,14.1,4.74,1,True
151,10,37,12.5,4.75,1,True
151,11,36,11.6,4.82,1,True
151,12,37,13.0,4.17,1,True
152,1,35,11.1,4.37,1,True
152,2,33,9.7,4.83,0,True
152,3,36,11.2,4.3,4,True
152,4,44,15.2,4.41,0,True
152,5,40,13.5,4.66,1,True
152,6,39,14.5,4.68,0,True
152,7,34,12.2,4.81,1,True
152,8,45,14.2,5.0,1,True
152,9,36,12.2,3.99,1,True
152,10,39,12.3,4.88,0,True
152,11,36,10.8,4.54,0,True
152,12,42,13.2,4.58,0,True
153,1,34,11.0,4.6,3,True
153,2,31,9.2,4.91,1,True
153,3,35,10.4,4.73,4,True
153,4,38,13.7,4.47,2,True
153,5,35,10.4,4.85,0,True
153,6,35,10.5,4.71,1,True
153,7,39,12.9,4.36,0,True
153,8,35,12.9,4.32,0,True
153,9,24,7.2,5.0,1,True
153,10,30,9.2,4.3,1,True
153,11,37,14.1,4.61,2,True
153,12,34,11.8,4.58,2,True
154,1,23,7.5,4.62,0,True
154,2,20,6.8,4.74,2,True
154,3,20,6.1,4.77,1,True
154,4,22,7.3,4.27,2,True
154,5,26,7.7,4.86,1,True
154,6,21,6.3,4.79,0,True
154,7,24,8.3,4.29,0,True
154,8,20,7.2,4.61,1,True
154,9,22,7.9,4.54,0,True
154,10,24,8.1,4.46,0,True
154,11,31,9.4,4.37,1,True
154,12,24,8.6,4.6,2,True
155,1,18,5.3,4.45,2,True
155,2,12,3.8,4.47,1,True
155,3,19,6.4,4.97,0,True
155,4,17,5.2,4.68,1,True
155,5,29,10.0,4.53,0,True
155,6,21,7.0,4.66,0,True
155,7,22,6.6,4.43,1,True
155,8,23,8.0,4.77,0,True
155,9,16,5.7,4.81,5,True
155,10,26,9.2,4.37,0,True
155,11,19,7.0,4.43,0,True
155,12,21,7.7,5.0,1,True
156,1,30,9.1,4.41,0,True
156,2,28,10.0,4.78,2,True
156,3,24,7.4,4.69,3,True
156,4,35,11.1,4.84,1,True
156,5,31,9.4,4.76,0,True
156,6,36,13.0,4.95,0,True
156,7,35,11.4,4.62,1,True
156,8,40,14.9,4.11,0,True
156,9,39,14.5,4.85,1,True
156,10,38,12.3,4.54,0,True
156,11,36,13.5,4.61,0,True
156,12,38,13.1,4.55,0,True
157,1,32,11.4,4.54,2,True
157,2,18,6.8,4.98,1,True
157,3,26,8.1,4.61,1,True
157,4,26,8.0,4.35,0,True
157,5,26,8.6,4.35,1,True
157,6,28,10.6,4.73,0,True
157,7,25,8.2,4.62,1,True
157,8,27,8.9,4.48,0,True
157,9,27,9.5,4.84,0,True
157,10,32,11.8,4.61,0,True
157,11,30,9.7,4.61,0,True
157,12,29,8.6,4.96,0,True
158,1,42,14.5,4.75,1,True
158,2,42,12.7,4.29,1,True
158,3,0,0.0,,0,False
158,4,0,0.0,,0,False
158,5,0,0.0,,0,False
158,6,0,0.0,,0,False
158,7,0,0.0,,0,False
158,8,0,0.0,,0,False
158,9,0,0.0,,0,False
158,10,0,0.0,,0,False
158,11,0,0.0,,0,False
158,12,0,0.0,,0,False
159,1,29,8.8,4.66,1,True
159,2,29,10.4,4.67,1,True
159,3,32,11.5,5.0,0,True
159,4,23,8.0,4.33,1,True
159,5,28,8.9,4.47,4,True
159,6,38,14.5,3.83,1,True
159,7,38,13.8,4.79,0,True
159,8,36,11.3,4.44,0,True
159,9,33,11.2,4.51,0,True
159,10,33,10.9,4.66,0,True
159,11,40,13.5,4.56,0,True
159,12,37,13.5,4.76,2,True
160,1,19,5.6,4.39,0,True
160,2,21,6.8,4.47,1,True
160,3,18,6.3,4.61,0,True
160,4,19,6.7,4.41,1,True
160,5,17,5.4,5.0,1,True
160,6,24,7.8,4.56,0,True
160,7,22,7.0,4.26,1,True
160,8,21,6.5,4.47,3,True
160,9,22,6.9,4.83,1,True
160,10,28,8.6,4.54,0,True
160,11,24,9.1,4.87,1,True
160,12,19,6.8,4.61,1,True
161,1,22,8.3,4.68,0,True
161,2,23,7.3,4.46,2,True
161,3,19,6.8,4.49,1,True
161,4,22,7.0,4.49,2,True
161,5,19,5.9,4.68,0,True
161,6,26,9.8,4.67,0,True
161,7,22,6.7,4.22,1,True
161,8,21,7.0,4.91,1,True
161,9,24,9.2,4.55,0,True
161,10,20,7.7,4.03,1,True
161,11,21,7.1,4.14,1,True
161,12,23,7.0,4.73,0,True
162,1,19,7.0,4.62,0,True
162,2,0,0.0,,0,False
162,3,0,0.0,,0,False
162,4,0,0.0,,0,False
162,5,0,0.0,,0,False
162,6,0,0.0,,0,False
162,7,0,0.0,,0,False
162,8,0,0.0,,0,False
162,9,0,0.0,,0,False
162,10,0,0.0,,0,False
162,11,0,0.0,,0,False
162,12,0,0.0,,0,False
163,1,33,11.9,4.88,0,True
163,2,23,8.8,4.54,1,True
163,3,30,9.7,4.57,0,True
163,4,23,8.2,4.8,3,True
163,5,34,11.8,4.8,1,True
163,6,27,10.0,4.36,1,True
163,7,31,11.2,4.19,1,True
163,8,27,9.1,4.66,0,True
163,9,24,7.5,4.8,3,True
163,10,27,10.2,4.32,0,True
163,11,30,10.0,4.64,0,True
163,12,20,5.9,4.52,0,True
164,1,25,8.5,5.0,2,True
164,2,29,9.7,4.78,0,True
164,3,29,10.3,4.19,0,True
164,4,28,9.6,4.38,0,True
164,5,29,10.4,4.68,1,True
164,6,28,9.9,5.0,1,True
164,7,31,9.5,4.47,0,True
164,8,0,0.0,,0,False
164,9,0,0.0,,0,False
164,10,0,0.0,,0,False
164,11,0,0.0,,0,False
164,12,0,0.0,,0,False
165,1,26,8.3,4.33,1,True
165,2,24,8.0,4.47,4,True
165,3,20,6.5,4.83,1,True
165,4,29,9.9,4.71,1,True
165,5,28,9.8,4.49,0,True
165,6,0,0.0,,0,False
165,7,0,0.0,,0,False
165,8,0,0.0,,0,False
165,9,0,0.0,,0,False
165,10,0,0.0,,0,False
165,11,0,0.0,,0,False
165,12,0,0.0,,0,False
166,1,34,11.6,4.66,0,True
166,2,34,10.8,4.65,1,True
166,3,36,12.1,4.72,0,True
166,4,32,9.5,4.62,0,True
166,5,34,10.3,4.31,2,True
166,6,41,13.1,4.39,1,True
166,7,38,11.6,4.77,1,True
166,8,37,11.5,4.89,1,True
166,9,35,13.1,4.8,1,True
166,10,41,14.2,4.82,1,True
166,11,34,10.0,4.38,1,True
166,12,35,13.2,4.95,2,True
167,1,37,11.0,4.15,4,True
167,2,33,11.2,5.0,0,True
167,3,38,13.4,4.7,0,True
167,4,46,17.1,4.33,1,True
167,5,36,12.5,4.69,1,True
167,6,44,16.2,4.47,0,True
167,7,44,16.9,5.0,0,True
167,8,46,14.7,4.39,0,True
167,9,51,17.7,4.45,0,True
167,10,49,15.5,4.65,0,True
167,11,41,12.7,4.7,1,True
167,12,47,15.0,4.87,1,True
168,1,27,8.4,4.7,2,True
168,2,36,11.9,4.33,2,True
168,3,34,11.4,4.74,1,True
168,4,26,8.1,4.96,2,True
168,5,28,10.2,4.49,0,True
168,6,38,12.9,4.54,2,True
168,7,36,10.8,4.79,1,True
168,8,44,13.7,4.65,0,True
168,9,36,12.9,4.37,1,True
168,10,38,12.5,4.17,3,True
168,11,40,13.1,4.73,1,True
168,12,31,10.0,4.84,0,True
169,1,18,5.6,4.43,0,True
169,2,17,5.2,4.74,1,True
169,3,25,9.3,4.71,0,True
169,4,20,6.5,4.7,0,True
169,5,13,4.6,4.58,1,True
169,6,15,5.3,4.54,1,True
169,7,17,5.5,4.64,2,True
169,8,0,0.0,,0,False
169,9,0,0.0,,0,False
169,10,0,0.0,,0,False
169,11,0,0.0,,0,False
169,12,0,0.0,,0,False
170,1,36,11.1,4.71,1,True
170,2,30,9.4,4.61,0,True
170,3,32,10.0,4.73,2,True
170,4,33,10.0,4.65,2,True
170,5,34,11.5,5.0,0,True
170,6,39,14.4,4.87,1,True
170,7,47,17.6,4.57,1,True
170,8,38,12.7,4.65,1,True
170,9,34,10.7,4.46,1,True
170,10,46,13.7,4.88,0,True
170,11,38,12.8,4.6,2,True
170,12,37,13.5,4.73,0,True
171,1,31,9.9,4.51,0,True
171,2,41,15.1,4.72,0,True
171,3,40,12.9,4.67,0,True
171,4,31,11.3,4.61,0,True
171,5,33,11.1,4.98,0,True
171,6,31,10.6,4.93,3,True
171,7,38,13.3,4.64,1,True
171,8,28,9.7,4.65,0,True
171,9,33,12.1,4.37,1,True
171,10,29,9.5,4.87,2,True
171,11,31,10.1,4.57,1,True
171,12,32,12.0,4.45,2,True
172,1,31,10.3,4.92,2,True
172,2,30,11.0,4.17,0,True
172,3,29,10.6,4.17,0,True
172,4,27,9.2,4.92,0,True
172,5,37,11.2,4.33,3,True
172,6,32,10.4,4.6,0,True
172,7,40,13.3,4.65,0,True
172,8,44,14.3,4.71,0,True
172,9,34,11.0,4.53,1,True
172,10,40,13.5,4.72,1,True
172,11,37,12.7,4.2,0,True
172,12,38,12.0,4.8,3,True
173,1,31,9.4,4.67,0,True
173,2,33,10.0,4.66,1,True
173,3,36,12.4,4.65,1,True
173,4,38,13.0,4.55,0,True
173,5,36,10.8,4.72,1,True
173,6,38,12.0,4.22,1,True
173,7,35,11.0,4.89,0,True
173,8,39,13.8,4.39,1,True
173,9,34,10.1,4.89,0,True
173,10,34,11.7,4.88,3,True
173,11,35,12.8,4.52,0,True
173,12,34,12.7,4.58,0,True
174,1,25,8.9,4.5,3,True
174,2,25,8.0,4.56,0,True
174,3,23,7.1,4.49,2,True
174,4,22,7.7,4.16,2,True
174,5,29,10.9,5.0,0,True
174,6,28,9.1,4.6,1,True
174,7,31,9.3,4.55,0,True
174,8,29,9.2,5.0,1,True
174,9,33,10.9,4.4,1,True
174,10,29,9.0,4.66,0,True
174,11,33,12.7,4.4,1,True
174,12,23,8.3,4.98,0,True
175,1,39,14.8,4.68,1,True
175,2,40,12.5,4.8,2,True
175,3,44,13.1,4.25,0,True
175,4,37,12.2,4.65,1,True
175,5,39,14.0,4.61,3,True
175,6,40,14.7,4.15,1,True
175,7,41,14.4,4.87,1,True
175,8,51,17.1,4.47,0,True
175,9,43,14.5,4.08,1,True
175,10,34,11.7,4.46,1,True
175,11,37,13.1,4.55,1,True
175,12,34,12.7,4.63,2,True
176,1,14,4.2,4.83,0,True
176,2,24,7.2,4.31,1,True
176,3,29,10.5,4.46,1,True
176,4,17,6.4,4.71,0,True
176,5,30,9.0,4.38,0,True
176,6,23,6.9,4.29,0,True
176,7,27,9.8,4.28,2,True
176,8,23,7.1,4.95,1,True
176,9,22,6.9,4.59,0,True
176,10,25,9.5,4.3,0,True
176,11,32,10.4,4.31,2,True
176,12,19,6.3,4.78,1,True
177,1,35,10.5,4.53,3,True
177,2,33,11.6,4.65,1,True
177,3,34,10.9,4.55,1,True
177,4,31,11.5,4.25,1,True
177,5,35,11.5,4.46,2,True
177,6,38,13.9,4.42,2,True
177,7,32,10.1,4.32,2,True
177,8,31,11.5,4.82,0,True
177,9,31,9.5,4.67,0,True
177,10,39,14.1,4.12,0,True
177,11,33,10.7,4.75,1,True
177,12,0,0.0,,0,False
178,1,16,4.9,4.71,0,True
178,2,29,9.3,4.74,0,True
178,3,16,6.2,4.61,1,True
178,4,25,8.4,4.56,0,True
178,5,17,6.4,4.35,2,True
178,6,24,7.3,4.33,0,True
178,7,26,8.2,4.57,1,True
178,8,22,8.0,4.5,2,True
178,9,24,7.6,4.64,1,True
178,10,30,10.3,4.39,0,True
178,11,24,7.9,4.44,1,True
178,12,28,9.2,4.38,2,True
179,1,24,7.9,4.61,1,True
179,2,26,9.8,4.37,1,True
179,3,30,9.4,4.92,0,True
179,4,23,8.0,4.93,1,True
179,5,28,10.0,4.07,0,True
179,6,21,7.4,5.0,0,True
179,7,35,10.9,4.63,0,True
179,8,34,11.3,4.69,2,True
179,9,31,9.7,4.29,0,True
179,10,31,9.7,4.69,1,True
179,11,31,10.0,4.55,0,True
179,12,29,10.5,4.6,1,True
180,1,39,13.1,4.66,3,True
180,2,41,13.4,4.66,0,True
180,3,43,15.0,4.25,1,True
180,4,41,15.7,4.72,1,True
180,5,41,14.3,4.68,0,True
180,6,45,15.7,4.72,0,True
180,7,47,17.5,4.76,0,True
180,8,42,13.2,4.33,0,True
180,9,43,14.1,4.44,0,True
180,10,50,15.8,4.81,1,True
180,11,47,15.2,4.49,0,True
180,12,48,17.2,4.42,1,True
181,1,28,10.4,4.38,1,True
181,2,29,10.2,4.77,1,True
181,3,28,8.7,4.65,1,True
181,4,26,8.3,4.58,1,True
181,5,37,13.2,4.64,0,True
181,6,34,12.5,4.65,1,True
181,7,39,13.8,4.38,0,True
181,8,31,11.5,5.0,1,True
181,9,33,12.3,4.98,3,True
181,10,30,9.5,4.64,0,True
181,11,32,9.8,4.55,1,True
181,12,31,9.3,4.59,1,True
182,1,36,12.9,4.74,0,True
182,2,30,9.8,4.77,1,True
182,3,37,12.9,4.56,1,True
182,4,33,11.1,4.33,0,True
182,5,34,10.6,4.83,1,True
182,6,48,16.7,4.72,2,True
182,7,41,13.7,4.59,0,True
182,8,46,15.1,4.59,2,True
182,9,43,15.5,4.73,2,True
182,10,41,15.6,4.55,0,True
182,11,48,14.6,4.8,1,True
182,12,41,13.2,4.71,2,True
183,1,32,11.0,4.71,0,True
183,2,33,12.2,4.7,0,True
183,3,21,6.9,4.53,1,True
183,4,29,9.9,4.43,0,True
183,5,38,11.3,4.51,0,True
183,6,37,14.1,4.44,1,True
183,7,38,13.6,4.53,2,True
183,8,39,14.2,4.66,0,True
183,9,40,13.8,4.53,1,True
183,10,42,15.7,4.95,0,True
183,11,36,11.0,4.79,0,True
183,12,41,12.9,4.33,0,True
184,1,29,9.5,4.55,0,True
184,2,24,7.4,4.8,0,True
184,3,30,9.5,4.34,0,True
184,4,27,9.5,4.58,2,True
184,5,30,9.9,4.75,0,True
184,6,24,9.0,4.62,0,True
184,7,32,10.5,4.75,1,True
184,8,0,0.0,,0,False
184,9,0,0.0,,0,False
184,10,0,0.0,,0,False
184,11,0,0.0,,0,False
184,12,0,0.0,,0,False
185,1,39,13.6,4.38,1,True
185,2,36,11.7,4.79,1,True
185,3,39,13.9,4.42,0,True
185,4,33,10.9,4.74,0,True
185,5,44,13.0,4.36,0,True
185,6,44,13.7,4.99,1,True
185,7,44,15.2,4.56,0,True
185,8,55,20.9,4.72,1,True
185,9,44,15.9,4.18,2,True
185,10,44,16.7,4.61,0,True
185,11,48,16.5,4.83,1,True
185,12,42,12.8,4.45,0,True
186,1,28,9.4,4.51,1,True
186,2,29,9.9,4.39,2,True
186,3,26,8.2,4.42,0,True
186,4,28,9.5,4.38,0,True
186,5,30,10.4,4.32,0,True
186,6,34,11.8,5.0,0,True
186,7,33,9.9,4.23,0,True
186,8,0,0.0,,0,False
186,9,0,0.0,,0,False
186,10,0,0.0,,0,False
186,11,0,0.0,,0,False
186,12,0,0.0,,0,False
187,1,24,8.1,5.0,3,True
187,2,25,9.4,4.52,1,True
187,3,19,6.8,4.45,1,True
187,4,17,5.1,4.95,1,True
187,5,21,6.4,4.51,1,True
187,6,22,7.9,4.67,1,True
187,7,27,8.0,4.47,0,True
187,8,20,6.7,4.88,0,True
187,9,29,8.9,4.2,1,True
187,10,21,6.9,4.49,0,True
187,11,20,7.6,4.68,0,True
187,12,15,4.7,4.97,0,True
188,1,26,8.9,4.27,0,True
188,2,29,8.9,4.52,2,True
188,3,27,9.3,4.44,1,True
188,4,25,8.2,4.25,2,True
188,5,31,9.3,4.13,0,True
188,6,28,8.9,4.59,0,True
188,7,24,9.2,4.31,0,True
188,8,20,6.3,4.56,0,True
188,9,27,8.3,4.53,0,True
188,10,27,10.3,4.91,1,True
188,11,25,9.1,4.34,1,True
188,12,0,0.0,,0,False
189,1,31,9.5,4.7,0,True
189,2,33,11.4,4.99,1,True
189,3,30,10.9,5.0,0,True
189,4,38,14.3,4.61,0,True
189,5,0,0.0,,0,False
189,6,0,0.0,,0,False
189,7,0,0.0,,0,False
189,8,0,0.0,,0,False
189,9,0,0.0,,0,False
189,10,0,0.0,,0,False
189,11,0,0.0,,0,False
189,12,0,0.0,,0,False
190,1,30,10.4,4.95,1,True
190,2,30,11.5,4.46,0,True
190,3,31,10.6,4.55,2,True
190,4,38,13.0,4.75,0,True
190,5,29,9.4,4.54,1,True
190,6,24,7.8,4.89,1,True
190,7,22,7.4,4.86,1,True
190,8,26,9.7,4.75,0,True
190,9,32,11.2,4.1,0,True
190,10,34,10.1,4.21,1,True
190,11,31,10.6,3.85,1,True
190,12,34,12.9,4.5,0,True
191,1,19,6.6,4.88,1,True
191,2,19,5.9,4.68,2,True
191,3,23,7.6,4.2,0,True
191,4,17,6.5,4.02,0,True
191,5,0,0.0,,0,False
191,6,0,0.0,,0,False
191,7,0,0.0,,0,False
191,8,0,0.0,,0,False
191,9,0,0.0,,0,False
191,10,0,0.0,,0,False
191,11,0,0.0,,0,False
191,12,0,0.0,,0,False
192,1,27,8.1,4.37,2,True
192,2,25,9.1,4.55,0,True
192,3,25,8.3,4.51,4,True
192,4,30,10.9,4.55,0,True
192,5,29,11.1,4.82,0,True
192,6,30,10.5,4.63,0,True
192,7,27,8.4,4.27,1,True
192,8,26,9.8,4.62,0,True
192,9,28,9.8,5.0,0,True
192,10,34,10.8,4.35,0,True
192,11,21,7.9,4.5,3,True
192,12,23,6.9,5.0,2,True
193,1,24,8.2,4.97,0,True
193,2,30,8.9,4.61,0,True
193,3,25,8.0,4.66,0,True
193,4,28,8.9,4.77,1,True
193,5,26,7.9,4.58,1,True
193,6,28,9.5,4.92,1,True
193,7,0,0.0,,0,False
193,8,0,0.0,,0,False
193,9,0,0.0,,0,False
193,10,0,0.0,,0,False
193,11,0,0.0,,0,False
193,12,0,0.0,,0,False
194,1,27,8.2,4.64,0,True
194,2,29,10.7,4.66,1,True
194,3,33,11.4,4.4,0,True
194,4,30,9.7,5.0,0,True
194,5,36,11.3,4.48,0,True
194,6,33,11.3,4.07,1,True
194,7,40,13.2,4.37,0,True
194,8,31,11.3,4.95,1,True
194,9,38,11.6,4.39,0,True
194,10,36,13.4,4.52,0,True
194,11,35,12.3,4.34,0,True
194,12,36,12.3,4.62,0,True
195,1,18,5.9,4.63,2,True
195,2,22,7.0,4.87,0,True
195,3,20,7.2,4.55,1,True
195,4,25,8.1,4.88,3,True
195,5,22,8.1,4.62,1,True
195,6,22,6.5,4.85,2,True
195,7,19,6.8,4.69,0,True
195,8,20,7.0,4.42,0,True
195,9,21,7.8,4.77,0,True
195,10,18,6.2,4.6,1,True
195,11,17,6.3,4.75,1,True
195,12,21,7.6,4.57,0,True
196,1,34,11.0,4.39,1,True
196,2,27,8.8,4.86,2,True
196,3,21,6.2,4.79,0,True
196,4,24,7.1,4.85,0,True
196,5,27,8.4,4.81,2,True
196,6,21,6.4,4.25,0,True
196,7,24,8.3,4.47,1,True
196,8,26,7.9,4.83,0,True
196,9,0,0.0,,0,False
196,10,0,0.0,,0,False
196,11,0,0.0,,0,False
196,12,0,0.0,,0,False
197,1,28,9.2,4.34,0,True
197,2,0,0.0,,0,False
197,3,0,0.0,,0,False
197,4,0,0.0,,0,False
197,5,0,0.0,,0,False
197,6,0,0.0,,0,False
197,7,0,0.0,,0,False
197,8,0,0.0,,0,False
197,9,0,0.0,,0,False
197,10,0,0.0,,0,False
197,11,0,0.0,,0,False
197,12,0,0.0,,0,False
198,1,39,13.8,4.32,0,True
198,2,35,11.6,4.31,1,True
198,3,35,13.3,4.45,1,True
198,4,43,15.0,4.53,0,True
198,5,42,15.9,4.46,0,True
198,6,41,15.7,4.77,0,True
198,7,43,14.4,4.08,2,True
198,8,48,18.4,4.45,1,True
198,9,52,19.7,5.0,1,True
198,10,44,16.1,4.81,1,True
198,11,38,14.6,4.64,1,True
198,12,37,12.6,4.52,0,True
199,1,38,11.8,4.13,1,True
199,2,31,10.7,4.87,0,True
199,3,40,13.0,4.3,1,True
199,4,33,10.2,4.7,2,True
199,5,34,10.2,4.06,0,True
